他英语成绩不好主要是因为：早期学英语时，没有好的学习方法，死记硬背；课后不注重预习、复习，没有人辅导,0
上课听不懂，下课又不愿意问，作业懒得做，怕订正，久而久之，学习跟不上，只能破罐子破摔,1
对较难的问题不愿意动脑筋，又不肯问别人，不懂装懂,1
文科成绩不冒尖，甚至可以说是差！,1
英语学科上还偏科,1
当其他孩子们已经能用英语简单对话的时候，他还读不准26个字母，每每留学生单独辅导，一定会有他，从此他成为我特别“关注”的学生之一。,1
发给他的学案永远也找不到，昨天发的试卷第二天早晨就没有了，并且丝毫想不出究竟放在哪里了,2
不做作业，各门功课单元测试不及格，还出入网吧、游乐场，在外留宿……,2
小A上课不是睡觉就是和同桌讲话，作业不做，说过几遍都没用。,2
天天都不写作业。,2
在学校经常不做作业，上课不认真听讲，总是思想抛锚。,2
他的学习习惯很差，上课有时就趴在桌上，一节课没有几分钟他是完全投入学习的，要么低着头在课桌里翻东西，作业经常不能按时完成。,2
她上课无精打采，提不起一点学习的兴趣，坐在位上什么也不做；作业不做，是一点点也不做，也不上交,2
该学生一直对学习没有真正产生兴趣，作业也不能按时完成，学习行为习惯很差,2
沉默寡言，眉头紧锁，瞌睡连连，看武打小说成瘾，成绩忽上忽下。,2
开学初一段时间某某天天不做作业，特别是回家作业。每次检查他的作业时，都发现他的作业要么不做，要么少做，勉强做出来的作业也是涂涂改改，皱巴巴、脏兮兮的。凡遇到练笔的作业都不会超过100字。,2
大部分时候不能按时完成作业，上课不能认真听讲，经常开小差，课后喜欢与他人打闹,2
这家伙肯定又在补家庭作业了。当我轻轻地过去，请他拿出塞在抽屉里的练习册并让他打开后，看到的是一页基本空白的数学作业，以及一本别人的数学作业。,2
张皓是我班一个不喜爱学习的孩子。在上学前班时他每天都来上课一坐就是一天但是从来不学习,2
田某是个脾气暴躁，经常与同学寻衅滋事，做作业时动作很慢，思想很不集中，回家作业经常不做，即使做了，也做不完整，书写相当潦草……,2
坐第四组最前排的李华不见人影，而桌子上昨天要写的作业本根本就没有带回家，显然今天早上的作业他是交不上来了。,2
男生徐某，迷上电脑游戏，在家大部分时间沉迷电脑，不能自拔，上课不集中，厌学，经常无故旷课打游戏,2
学习对他来说有些无所谓，由于上课注意力不集中，作业没办法按时、按质、按量完成。,2
上课不认真听讲，经常不做作业，成绩很差。,2
"""学习态度差。作业经常不做",2
数学屡次考班级第一，但学习态度和习惯都很差，上课喜欢讲话，回去不注重复习，文科很差。,2
"""曹圣涛同学是有名的调皮蛋",2
作业不做，即使做了，也做不完整，书写相当潦草，作业本经常更换，即使交上来的本子，也只有四五张纸的厚度,2
上课也没那么认真了，做事有些漫不经心,2
作业经常不写，经常以生病为由不来上学，上课不是打瞌睡就是讲话，并且还经常动手打人,2
作业经常不做；学习成绩很不理想。,2
主要表现在自信心不足，情绪变化无常，个人生活没有规律，有时不能严格自律，行为懒散，上课有时不专心听讲，成绩有所下降,2
作业怕做、经常不做。陈就是其中之一。,2
蜜蜂般勤劳的品质并没有体现在他的学习上。最为失望的自然是文科老师，语文老师总发现他回家不背书，英语更是到了一窍不通的地步，究其原因，还是发现他从来不复习，可能也跟他对文科的东西比较不感兴趣有关系，不过没有勤奋的习惯，数学也学得极为一般,2
作业要么不做，要么抄袭,2
上课经常走神，作业没有以前认真了，单元测试的成绩一直在退。,2
作业经常不做、少做，几乎没有哪天作业是做完的。,2
他行为习惯差，经常偷东西、打架，而且不按时完成作业,2
下课不能按时完成作业，甚至还欺负女同学，让别人帮着写作业……,2
开学一个星期还能正常完成各科作业，但是一周后作业经常少做，甚至不做,2
作业经常抄袭别人的，回家作业也有很多次没完成，学习成绩很差。,2
作业拖拉，说谎成性。,2
学习缺乏主动性。能完成作业，但不刻苦，缺乏毅力，没有钻研精神。,2
上课不专心听讲，常做小动作，注意力不集中,3
平日里好动，上课经常注意力不集中,3
他语文课上不专心，课后喜欢欺负同学,3
我发现孩子上课时坐不住，时不时东挪挪，西扭扭，好像身体上有什么在咬他似的,3
他的目光很游离，你永远也找不到目光的聚焦点,3
在学校经常不做作业，上课不认真听讲，总是思想抛锚。,3
他的学习习惯很差，上课有时就趴在桌上，一节课没有几分钟他是完全投入学习的，要么低着头在课桌里翻东西，作业经常不能按时完成。,3
