大张同学对记字有障碍，经常会被极简单的字拦住，运笔速度也慢；,0
学习能力特差，学习兴趣没有，除了语文，数学英语几乎是个位数。,0
基础较差,0
学习基础差,0
我们班叫王某某的男同学没有做完作业，这是我万万没有想到的事情，才第一次检查作业，竟然有这样的学生。我立即火冒三丈，狠狠地批评了他一顿。我说：“才第一天就不写作业，你这是从小学开始的习惯吧，你们的家长是这么教育你的？你的学习成绩肯定很差。”当时这个学生不知所措，一句话也没说,0
还没有接手这个班之前，我对这个班里的杨某某就很熟识了，因为他是一个具有中非血统的孩子，黑黑的皮肤，大大的眼睛，小羊毛卷式的头发，除了可爱的外表外，最主要的是他是办公室的常客，四年级期末数学他只考了26分，语文、英语也不及格，20以内加减法到现在还需要掰手指头，每次考试，他一个人就要给班级落下好几分。,1
从孩子的原任班主任那里我了解到，他是一年级下半学期转过来的，之前在武术学院，现属于武术学院的代培生，只在我校学习文化课，平时还要抽出时间学习武术，孩子的数感不好，基础知识欠缺很多，今天掰开揉碎了给他讲明白一个知识点，第二天又忘了。孩子周一到周五在学校，周六和周日家长在家又订不上劲，孩子的作业想写就写，写了也对不了两道题。,1
其实，他是语文全班倒数第一，数学却正数第三，属于偏科比较严重的。,1
对一切新鲜事物都充满了浓厚的兴趣，乐观向上。但语文、英语这些科目的成绩却极差。,1
我班有个张荣哲同学平时学习态度端正，学习也努力，但是就是成绩提高不上去，家长很发愁，就找到我帮忙分析原因，把孩子成绩提高上去。,1
正式开学以后，我渐渐发现他学习的劲头衰退了，请假、迟到的次数多起来。发展到上课睡觉、不学习、光看课外书的地步。几次我善意提醒他不要把课外书带教室来看，他都只是点点头，说在学习，在学习……而又没有丝毫改变。,1
曾经听袁老师亲热地叫过“小康”，在他被“请”到办公室之后。对其人也有些印象：个头不高，有些调皮，成绩不太好。,1
主人公琪琪更是给我上交了一份成绩是“4”分的试卷，一时间我乱了阵脚。其实关于琪琪我早有耳闻，很多孩子早就七嘴八舌的开始评价琪琪了：“老师，她是傻子吗？怎么什么都跟不上！”“她语文课也这样，她太慢了。”“只有蜗牛才会这样慢。”,1
其中最最让我头疼的是他的认字量太少了，连一句完整题目都读不下来，有时甚至口算还出错。,1
从此我不再顾忌他的回答是否会打断课堂，反而鼓励他更多地回答问题，只是在以往的基础上，每次他回答完我会将我听懂的部分讲给全班同学听。随着次数的增多，慢慢地我变成了他的“翻译官”，而且我也渐渐地发现这是一个表达不出自己意思但知识量还不少的孩子，在他的发言中时不时会有一些亮点产生，那为什么一个知识量不错的孩子却表达不出自己的意思呢？原来在小赵的大脑中，这些科学知识都是一些残章片段，所以他回答的时候思维基本是到处跳跃的，无法将这些知识融会贯通，最终出现了不知所云的回答,1
上课了，我叫她站起来读课文，也不知道是不是因为紧张，她读得磕磕巴巴，我感觉到好像有许多常见的字她也不认识，同学们都向她投来不屑的目光。很快她的问题就暴露出来：作业一塌糊涂，字写的特别潦草；课堂上完全跟不上节奏，发言磕磕巴巴，惹得同学们不时传来阵阵哄笑。背诵课文、听写生字，她也总是班级倒数第一。,1
那天中午我没有回家，把她留在了学校，中午我们要了盒饭。吃完了我就教她朗读。我发现她主要就是书读得太少，语感几乎没有，不知道在什么地方应该进行恰当的停顿换气，有时较长的一句话，他一口气读到底，把自己也憋得上气不接下气。,1
“好吧，以后如果看到他做这样的事情，要及时制止。”盛老师把小凡带到办公室旁一个偏僻的地方。这孩子学习成绩是班上最差的，似乎从一年级就是这样，很少看见他跟其他同学一起玩，几乎听不见他和谁说过话，更不要说上课回答问题。他穿一身校服，比起其他学生，他似乎经常穿着校服，现在的天气，仍穿着短裤短袖的校服，那校服仔细一看，真不知道有几天没有换洗了，白衣服几乎穿成黑的了。,1
这件事深深地影响了小龙，导致他目前没有精力学习，对学习不感兴趣，也不喜欢和别人交往，同时也没有了自信。听到了这里，我对小龙表示感谢，感谢他能够信任我，说出了自己的故事。,1
拼音的学习对他来说是个很大的难题，他总是记不住也区分不清声母、韵母，尤其是整体认读音节，他只能记住几个简单的，我每天都会听写拼音，而每次听写拼音他都是一堆错误，看着他的拼音本，写不上来几个，真是让我很头疼，可想，这样的听写对小宇来说岂不是痛苦吗？语文课上是这样，数学课上的口算题他也不如其他同学计算速度快，想半天才能算一道题。对于一个刚刚上学，踏进校园的兴奋感还没有退去的孩子，就要被听写、改错题占去很多的学习时间，他体会到的更多的不是学习的快乐，而是学习的困难，我看到孩子的小脸上很少有笑容，他不怎么和我对视，怕我看到他。,1
她属于比较聪明的孩子，所以即使平时不听课只要认真写写作业、看看辅导书还是能跟得上的，考试基本上也就是中等水平。可是随着年级的升高，知识程度加深，所学内容增多，她的聪明越来越不顶用了，成绩日益下滑，即使这样她还不认真听讲。,1
因学习任务的加重，成绩不如人意，思想就越来越偏激，,1
作业质量大幅下降，成绩也逐渐下滑,1
语文不是仅靠智商就能解决的，它要求一种勤奋，而这名学生在语文学科上却没有表现出丝毫的勤奋，语文从未超过60分，在成绩单上倒数第五六个基本就是他，他自己说他的梦想就是语文能及格。,1
没有毅力克服学习上的困难，基础打得不牢，使学习成绩处于下游。,1
该生学习不高，平时较为自由散漫,1
遇到重大考试心理特别紧张，患得患失，以至于成绩不断下滑，,1
老师，为什么我这样努力了，成绩还是这样呢？”，她低着头，不看我，依然摆弄着她的在拇指。,1
学习比较努力，但成绩不是很理想，有一定的自卑感。,1
老师课后布置的预习和复习工作不能有序进行,1
成绩差，各门功课测试都不及格,1
基础较差，学习成绩不理想，,1
进入高一以来，学习上非常认真，但成绩一直属于下游，高一到高三的多次考试基本在班级最后五名之内。,1
实验班有一名学生，学习吃力，性格内向，自控能力不强。,1
林某基础比较差，进校的时候连368都没有到达，个人表现也不是很好，但是有一种不服输的精神,1
但是在这样的班级里还是有个别淘气顽皮的问题学生，他们头脑都很聪明，但是自控力很差，学习总落在班级的最尾巴部分,1
思强小小个子，性格内向，很少和他人说话，但头脑很灵活，好胜心理很强，所以在学习上也很好强，理科成绩很突出，一向持续在年段前一﹑二．但文科尤其是英语很差,1
从我刚接手这个班就听过他的名声，除了体育好点以外，成绩是我班较差中的一个，,1
学习成绩较差，心理自卑，不爱说话、交流。,1
学习成绩较差。在班级内也很少有学生和他互帮互助，也不参与小组合作学习，他似乎与这个班级格格不入。,1
成绩差，各门功课测试都不及格,1
因为没有家人的约束，学习相当懒散，英语很差。,1
对较难的问题不愿意动脑筋，作业完成不及时，又不肯问别人，不懂装懂，长期发展下去，知识掌握不牢,1
一天练习，让他上黑板展示“浏览”的注音。他的标注是“liou”。我开始不太在意，以为是粗心大意,1
可能是学习方法不对，所以她的成绩始终都不太理想。,1
对较难的问题不愿意动脑筋，又不肯问别人，不懂装懂,1
他们纪律意识淡漠，内心孤独易冲动，厌学，潜意识里又极度渴望被关注。包容和情感是打开这些学生心灵之门的钥匙。,2
第一周，就在我默不作声中，就不断有老师来反应张某某的不守纪律，不写作业的情况。没过几天我就发现他的一些不良习惯：不完成作业、上课精神不集中，做小动作，尽出洋相，有时还迟到。我找他谈话，他不屑一顾的样子，头总是仰的高高的，对我没有丝毫的信任感。好歹我没有批评他，谈话结束后他趾高气昂的走了。,2
在五一路小学，有这么一个孩子，他叫龙龙，生性顽皮，从踏进校园，成为一名小学生开始，他就没把摄取知识当回事。贪玩，调皮是他生活中最重要的部分。,2
课后布置的学习任务在老师和同学的监督下他基本能够完成，但应付居多，不但字迹不工整，而且正确率极低；,2
对自己的学习成绩没有过高的要求，完成作业即可（完成作业也是在老师的压力下才完成的），根本不管掌握情况，可以说是不求进取，及格就行。,2
事后，我对这件事有两个初步的判断：一是小鹏宇还不适应校园生活。孩子从幼儿园向小学过渡，是成长中至关重要的一步。一些孩子初期不适应学习环境和教师教育方式的变化，会产生厌学的情绪。,2
在班上有一个学生，他多动，上课没几分安静，对学习没有一点兴趣，要么搞小动作，要么自言自语，要么影响别人学习；下课追逐打闹，他最活跃，喜欢动手动脚；作业不做，即使做了，也做不完整，书写相当潦草······,2
上课的时候，我从没见他看过我，每次叫他读课文，他都会找不到地方，我不知道他在下面做什么，他的座位总是有那么多的纸屑，他的书桌总是会不停地增添一道道笔痕，似乎无穷又无尽。他的作业永远都是做不完，他的字迹总是那么凌乱，错别字多得让你数也数不清。课下他总是会把自己的小手弄得脏兮兮的，站队的时候，他总是站到班级外面，也不会看看有没有对齐。在学校的走廊里，他曾因为说话、跑跳被值周老师批评过很多次。,2
今天组长收完作业后，告诉我：“老师，梁作业没带。”我当时听了，强压住心中的怒火，因为这已经不是第一次了，梁是个不错的男孩子，怎么最近总是不完成作业呢？,2
于是我把阿昌叫到我跟前，让他回家主动请求爸爸和他一起去接妈妈，经过我的几次劝说，阿昌和爸爸一共去了三次，但妈妈还是没有回来，这时阿昌很沮丧，整天趴在桌子上愣神，更没有心思学习了,2
小文是我们班里最淘气的男生，喜欢与同学打架，三天两头就和同学大打出手，为的都是一些鸡毛蒜皮的小事儿。光打架就很伤脑筋，还不爱学习，自从我接这个班级开始，他的作业几乎就没写过，同学们都不愿意和他一桌，都对他敬而远之。没办法只好“雅座”伺候。在他身上我是软硬兼施，可就是成效不大，不仅不大，相反他对我还有一种敌视态度。我一直在想，原因究竟出在哪呢？正当我冥思苦想、无计可施的时候，一场篮球赛使问题发生了转机。,2
一方面他跟父母说在学习，另一方面继续研究他的“佛道之学”，从不交作业也不交试卷，随意旷课，问起来就说肚子痛，叫他要懂得提前请假，他说忘了。在这期间我又尝试了其他各种方法，比如教他父母有没有要好的同学、朋友劝他，结果不济于事；叫班里科任老师多开导、多关爱他，表面上他都说好，会学习的，但底下还是不学习不交卷；想让他找徐小卫等心理老师咨询，也不想去。一个学期下来，他的成绩由于原来高二升高三时的第二名下降到二十多名。,2
小祥，看看你的作业，这么脏，你就不能干干净净写？撕掉，中午重写！”矮小的他站起来，似乎很委屈，但什么也没说，只是眼里充满泪水，眼泪吧嗒吧嗒滴在课桌上。“你还哭，写得这么脏，考试的时候卷面我就得给你扣5分，不能因为你影响咱班的成绩，知道吗？中午吃完饭赶紧写，听到了吗？”,2
