label13,一次考试，我在静静的教室里监考巡视。学生都低着头，在试卷上奋笔疾书。当我走到一个学生身旁时，看到在他脚下躺着一支笔。我没有出声，弯下腰，帮他把笔捡起来，轻轻放在桌上，像什么也没有发生过一样，走过去，又接着在其他地方巡视。当我第二次走过这个学生身旁时，让我没有想到的是，这个学生故意用胳膊肘碰了一下那支笔。“啪”，不偏不倚，笔落在了我脚边。我停下脚步，看着这个学生。他很坦然，像是无意识似的。斜着身子背对着我坐在凳子上，原来平放在桌上的胳膊立起来撑着脑袋，眼睛瞄着试卷，一只手胡乱地写着。试卷有很多空白。我又一次弯下腰，帮他把笔捡起来，放在桌上。教室已经有一些躁动了，从不同的角落不时传来“悉悉索索”的声音。我又一次出现在了这个同学身边，这次我是特意经过他身边，我想知道他会不会再次做出那样的举动。如出一辙！笔又一次掉在我脚边。“挑衅！”我的脑子里立刻跳出了这个词语。学生已经意识到发生了什么，纷纷停下笔，目光齐刷刷地注视着我。教室的空气顿时像积聚了巨大的能量一样，马上就要爆炸了。我的怒火已经燃到了头顶，不由自主地扬起了手
label40,那时的矿山，有很多外来务工人员，他们租住在山上简陋的自建房中，起早贪黑地在煤矿劳作，很少有精力关心自己的孩子。粗野的责骂、严苛的鞭打是他们和孩子交流的方式。深度情感沟通的匮乏，家庭教育的缺失，使很多孩子提前进入了逆反期
label24,他们纪律意识淡漠，内心孤独易冲动，厌学，潜意识里又极度渴望被关注。包容和情感是打开这些学生心灵之门的钥匙。
label27,他们纪律意识淡漠，内心孤独易冲动，厌学，潜意识里又极度渴望被关注。包容和情感是打开这些学生心灵之门的钥匙。
label1,后来，我了解到，当时六年级有一个小团伙，叫“十三太保”，那个学生是这个小团伙的老大，在学校横行霸道，学生都对他惧而远之，而挑衅老师则是他树立威严惯用的办法
label2,后来，我了解到，当时六年级有一个小团伙，叫“十三太保”，那个学生是这个小团伙的老大，在学校横行霸道，学生都对他惧而远之，而挑衅老师则是他树立威严惯用的办法
label9,那时的矿山，有很多外来务工人员，他们租住在山上简陋的自建房中，起早贪黑地在煤矿劳作，很少有精力关心自己的孩子
label72,他们纪律意识淡漠，内心孤独易冲动，厌学，潜意识里又极度渴望被关注。
label84,包容是允许他们犯错误，更允许他们改正错误，但包容绝不是纵容；而情感则是流淌在学生心灵中的小溪，必将持久地荡涤学生的心路旅程
label1,6年前我接手初一班主任时，前班主任就交代我，有一个问题学生张某某，不仅学习成绩差而且纪律也很差，任课教师都很头疼，让我好有个心理准备。是什么样的学生这么让老师反应强烈呢，我得做好思想准备。
label15,周一早上晨检，我进班时，看见大部分学生都在读书。当我走上讲台，做自我介绍后，突然听到一个奇怪的口哨声，我环顾四周不知是哪位同学发出的。但见一名小个的学生坐在靠窗户的第三排，头发很乱，但明亮的眼睛充满了欢喜，还东张西望，脑袋做半仰视状。显得与众不同。我这时就能猜得出他是谁了。我当时没有武断的立刻批评他，而是装作没看见。我想我要观察一段时间，了解这到底是一个什么样的学生。
label15,第一周，就在我默不作声中，就不断有老师来反应张某某的不守纪律，不写作业的情况。没过几天我就发现他的一些不良习惯：不完成作业、上课精神不集中，做小动作，尽出洋相，有时还迟到。我找他谈话，他不屑一顾的样子，头总是仰的高高的，对我没有丝毫的信任感。好歹我没有批评他，谈话结束后他趾高气昂的走了。
label27,第一周，就在我默不作声中，就不断有老师来反应张某某的不守纪律，不写作业的情况。没过几天我就发现他的一些不良习惯：不完成作业、上课精神不集中，做小动作，尽出洋相，有时还迟到。我找他谈话，他不屑一顾的样子，头总是仰的高高的，对我没有丝毫的信任感。好歹我没有批评他，谈话结束后他趾高气昂的走了。
label16,第一周，就在我默不作声中，就不断有老师来反应张某某的不守纪律，不写作业的情况。没过几天我就发现他的一些不良习惯：不完成作业、上课精神不集中，做小动作，尽出洋相，有时还迟到。我找他谈话，他不屑一顾的样子，头总是仰的高高的，对我没有丝毫的信任感。好歹我没有批评他，谈话结束后他趾高气昂的走了。
label2,他
label78,另一方面，我主动多次找他谈心，我以和蔼的态度对待他，没有丝毫的看不起他。我鼓励他应树立自己远大的理想，为了理想去奋斗，定会有好的前途。
label40,我很快和家长进行了沟通，才知道他在老家就没人管，不好好学习，还经常打架。在北京打工的父母就把他接过来，来京后也管不住他，他早上懒得起床，家长叫不起，起晚了就不来了，还和家长顶嘴。家长对他更是恨铁不成钢，就采取了简单、粗暴的教育方法，但结果越来越糟。
label105,，一方面，我努力做好家长的思想工作，转变他们的教育观念，要求他们在根本上配合我的工作
label95,在上美术课时我发现他有绘画的天赋，还发现他在语文作业本上画了好多漫画，作为美术老师我很欣赏他的画，我没有批评他，反而拿着他的画在班上特意表扬了一番。这时我看见他的头低下了。课后我把他叫到办公室，不断夸他有绘画的天赋，并给了他一袋素描纸，告诉他以后只能在纸上画。他本以为叫他是挨批的，结果还受到奖励，小脸上增添了喜色。他指着墙上的画问是我画的吗，当知道是我画的后，他立刻兴奋起来，他在赞扬我时和我聊起了绘画。
label92,针对他的爱好，找到了他进步的方向。接下来我就把班级板报宣传的任务交给了他，并任他为班里的宣传委员。经常肯定他进班级以来所做的成绩，特意用自己的绘画作品来感染他。
label74,如果我没有发现学生的特长并加以引导，他也许不会找到自己的自信心，他会继续沉沦下去，前途不可预测。正是因为我给他指明了前进的方向，他才会树立信心，学习上有了很大的进步，并最终走进了理想的大门。
label77,我很快和家长进行了沟通，才知道他在老家就没人管，不好好学习，还经常打架。在北京打工的父母就把他接过来，来京后也管不住他，他早上懒得起床，家长叫不起，起晚了就不来了，还和家长顶嘴。家长对他更是恨铁不成钢，就采取了简单、粗暴的教育方法，但结果越来越糟。
label2,还没有接手这个班之前，我对这个班里的杨某某就很熟识了，因为他是一个具有中非血统的孩子，黑黑的皮肤，大大的眼睛，小羊毛卷式的头发，除了可爱的外表外，最主要的是他是办公室的常客，四年级期末数学他只考了26分，语文、英语也不及格，20以内加减法到现在还需要掰手指头，每次考试，他一个人就要给班级落下好几分。
