label3,一次考试，我在静静的教室里监考巡视。学生都低着头，在试卷上奋笔疾书。当我走到一个学生身旁时，看到在他脚下躺着一支笔。我没有出声，弯下腰，帮他把笔捡起来，轻轻放在桌上，像什么也没有发生过一样，走过去，又接着在其他地方巡视。当我第二次走过这个学生身旁时，让我没有想到的是，这个学生故意用胳膊肘碰了一下那支笔。“啪”，不偏不倚，笔落在了我脚边。我停下脚步，看着这个学生。他很坦然，像是无意识似的。斜着身子背对着我坐在凳子上，原来平放在桌上的胳膊立起来撑着脑袋，眼睛瞄着试卷，一只手胡乱地写着。试卷有很多空白。我又一次弯下腰，帮他把笔捡起来，放在桌上。教室已经有一些躁动了，从不同的角落不时传来“悉悉索索”的声音。我又一次出现在了这个同学身边，这次我是特意经过他身边，我想知道他会不会再次做出那样的举动。如出一辙！笔又一次掉在我脚边。“挑衅！”我的脑子里立刻跳出了这个词语。学生已经意识到发生了什么，纷纷停下笔，目光齐刷刷地注视着我。教室的空气顿时像积聚了巨大的能量一样，马上就要爆炸了。我的怒火已经燃到了头顶，不由自主地扬起了手
label43,那时的矿山，有很多外来务工人员，他们租住在山上简陋的自建房中，起早贪黑地在煤矿劳作，很少有精力关心自己的孩子。粗野的责骂、严苛的鞭打是他们和孩子交流的方式。深度情感沟通的匮乏，家庭教育的缺失，使很多孩子提前进入了逆反期
label19,他们纪律意识淡漠，内心孤独易冲动，厌学，潜意识里又极度渴望被关注。包容和情感是打开这些学生心灵之门的钥匙。
label24,他们纪律意识淡漠，内心孤独易冲动，厌学，潜意识里又极度渴望被关注。包容和情感是打开这些学生心灵之门的钥匙。
label31,后来，我了解到，当时六年级有一个小团伙，叫“十三太保”，那个学生是这个小团伙的老大，在学校横行霸道，学生都对他惧而远之，而挑衅老师则是他树立威严惯用的办法
label32,后来，我了解到，当时六年级有一个小团伙，叫“十三太保”，那个学生是这个小团伙的老大，在学校横行霸道，学生都对他惧而远之，而挑衅老师则是他树立威严惯用的办法
label37,那时的矿山，有很多外来务工人员，他们租住在山上简陋的自建房中，起早贪黑地在煤矿劳作，很少有精力关心自己的孩子
label75,他们纪律意识淡漠，内心孤独易冲动，厌学，潜意识里又极度渴望被关注。
label83,包容是允许他们犯错误，更允许他们改正错误，但包容绝不是纵容；而情感则是流淌在学生心灵中的小溪，必将持久地荡涤学生的心路旅程
label31,作为班主任，我们不仅要关心学生的学习，还要关心学生的身心发展。我的班里有个非常聪颖的女学生安笑，特别惹人喜爱，每天由奶奶接送。可是，一年级开学二十天的时候，由于她的奶奶骑电动车闯红灯，与公交车相撞
label32,作为班主任，我们不仅要关心学生的学习，还要关心学生的身心发展。我的班里有个非常聪颖的女学生安笑，特别惹人喜爱，每天由奶奶接送。可是，一年级开学二十天的时候，由于她的奶奶骑电动车闯红灯，与公交车相撞
label35,还好，两个人都保住了性命。但是，安笑亲眼目睹了车祸，而且看到奶奶被撞得面目全非，给她的心理烙下了阴影。
