学习能力问题,理解能力差,1
学习能力问题,学习能力差,1
学习能力问题,学习障碍,1
学习能力问题,记忆力差,1
学习能力问题,记不住东西,1
学习能力问题,忘性大,1
学习能力问题,记得慢,1
学习能力问题,阅读障碍,1
学习能力问题,听写障碍,1
学习能力问题,智力低下,1
学习能力问题,上课听不懂,1
学习能力问题,补课效果不好,1
学习能力问题,无法理解,1
学习能力问题,不能理解,1
学习能力问题,学习有障碍,1
学习能力问题,理解有难度,1
学习能力问题,很难理解,1
学习能力问题,总是理解不了,1
学习能力问题,总是学不会,1
学习能力问题,理解能力差,1
学习能力问题,智商不高,1
学习能力问题,听不懂课,1
学习能力问题,理解不了上课内容,1
学习能力问题,看不懂题目,1
学习能力问题,学习方法问题,0
学习能力问题,学习很努力但是成绩不提高,0
学习能力问题,不读英语,0
学习能力问题,不会整理,0
学习能力问题,学习没有计划,0
学习能力问题,学习方法不当,0
学习能力问题,严重偏科,0
学习能力问题,抓不住重点,0
学习能力问题,学习习惯差,0
学习能力问题,边学习边玩,0
学习能力问题,钻牛角尖,0
学习能力问题,没有学习计划,0
学习能力问题,不会规划学习时间,0
学习能力问题,学习效率低,0
学习能力问题,不会管理学习时间,0
学习能力问题,没有掌握学习方法,0
学习能力问题,不开窍,0
学习能力问题,方法不当,0
学习能力问题,没有掌握学习技巧,0
学习能力问题,死记硬背,0
学习能力问题,学习态度问题,0
学习能力问题,不想上学,0
学习能力问题,想退学,0
学习能力问题,不想上课,0
学习能力问题,不爱学习,0
学习能力问题,厌学,0
学习能力问题,没有兴趣,0
学习能力问题,无兴趣,0
学习能力问题,缺乏兴趣,0
学习能力问题,态度不端正,0
学习能力问题,不完成作业,0
学习能力问题,不按时交作业,0
学习能力问题,不交作业,0
学习能力问题,不做课后作业,0
学习能力问题,拖拉作业,0
学习能力问题,潦草,0
学习能力问题,乱写乱画,0
学习能力问题,不认真,0
学习能力问题,上课不带课本,0
学习能力问题,抄袭作业,0
学习能力问题,不背书,0
学习能力问题,抄作业,0
学习能力问题,忘带作业,0
学习能力问题,忘交作业,0
学习能力问题,上课不回答问题,0
学习能力问题,对成绩无所谓,0
学习能力问题,对学习无所谓,0
学习能力问题,放任自流,0
学习能力问题,不想学习,0
学习能力问题,讨厌学习,0
学习能力问题,没有学习兴趣,0
学习能力问题,不写作业,0
学习能力问题,作业马虎,0
学习能力问题,随意完成作业,0
学习能力问题,上课似听非听,0
学习能力问题,作业爱做不做,0
学习能力问题,上课一个字也听不进去,0
学习能力问题,交白卷,0
学习能力问题,不参加考试,0
学习能力问题,注意力问题,0
学习能力问题,注意力不集中,0
学习能力问题,不集中,0
学习能力问题,注意力保持时间短,0
学习能力问题,分心,0
学习能力问题,犯粗心错误,0
学习能力问题,马虎,0
学习能力问题,多动,0
学习能力问题,出神,0
学习能力问题,写错别字,0
学习能力问题,注意力,0
学习能力问题,无法专注做事,0
学习能力问题,走神,0
学习能力问题,发呆,0
学习能力问题,开小差,0
学习能力问题,注意力分散,0
学习能力问题,注意力不持久,0
学习能力问题,打,0
学习能力问题,伤人,0
学习能力问题,打架,0
学习能力问题,骂人,0
学习能力问题,言语威胁,0
学习能力问题,吓唬,0
学习能力问题,吵架,0
学习能力问题,诽谤,0
学习能力问题,挑衅老师,0
学习能力问题,敌视,0
学习能力问题,漠视上课小动作,0
学习能力问题,捣乱打闹,0
学习能力问题,教室乱跑,0
学习能力问题,扰乱课堂秩序,0
学习能力问题,扰乱考场纪律,0
学习能力问题,不遵守学校规章制度,0
学习能力问题,无视校规校纪,0
学习能力问题,撒谎,0
学习能力问题,说谎偷窃,0
学习能力问题,抢劫沉默寡言,0
学习能力问题,不爱说话,0
学习能力问题,胆小怕事,0
学习能力问题,自卑,0
学习能力问题,胆战心惊,0
学习能力问题,矛盾,0
学习能力问题,情绪低落,0
学习能力问题,抑郁,0
学习能力问题,悲观,0
学习能力问题,易怒,0
学习能力问题,偏激,0
学习能力问题,焦虑,0
学习能力问题,情绪不稳定,0
学习能力问题,理解能力差,1
学习能力问题,学习能力差,1
学习能力问题,缺乏兴趣,0
学习能力问题,态度不端正,0
学习能力问题,放纵,0
学习能力问题,任性,0
学习能力问题,多动,0
学习能力问题,注意力,0
学习能力问题,沉迷游戏,0
学习能力问题,早恋,0
学习能力问题,自伤自残,0
学习能力问题,失恋,0
理解能力差,学习能力问题,1
理解能力差,学习能力差,1
理解能力差,学习障碍,1
理解能力差,记忆力差,1
理解能力差,记不住东西,1
理解能力差,忘性大,1
理解能力差,记得慢,1
理解能力差,阅读障碍,1
理解能力差,听写障碍,1
理解能力差,智力低下,1
理解能力差,上课听不懂,1
理解能力差,补课效果不好,1
理解能力差,无法理解,1
理解能力差,不能理解,1
理解能力差,学习有障碍,1
理解能力差,理解有难度,1
理解能力差,很难理解,1
理解能力差,总是理解不了,1
理解能力差,总是学不会,1
理解能力差,智商不高,1
理解能力差,听不懂课,1
理解能力差,理解不了上课内容,1
理解能力差,看不懂题目,1
理解能力差,学习方法问题,0
理解能力差,学习很努力但是成绩不提高,0
理解能力差,不读英语,0
理解能力差,不会整理,0
理解能力差,学习没有计划,0
理解能力差,学习方法不当,0
理解能力差,严重偏科,0
理解能力差,抓不住重点,0
理解能力差,学习习惯差,0
理解能力差,边学习边玩,0
理解能力差,钻牛角尖,0
理解能力差,没有学习计划,0
理解能力差,不会规划学习时间,0
理解能力差,学习效率低,0
理解能力差,不会管理学习时间,0
理解能力差,没有掌握学习方法,0
理解能力差,不开窍,0
理解能力差,方法不当,0
理解能力差,没有掌握学习技巧,0
理解能力差,死记硬背,0
理解能力差,学习态度问题,0
理解能力差,不想上学,0
理解能力差,想退学,0
理解能力差,不想上课,0
理解能力差,不爱学习,0
理解能力差,厌学,0
理解能力差,没有兴趣,0
理解能力差,无兴趣,0
理解能力差,缺乏兴趣,1
理解能力差,态度不端正,1
理解能力差,不完成作业,0
理解能力差,不按时交作业,0
理解能力差,不交作业,0
理解能力差,不做课后作业,0
理解能力差,拖拉作业,0
理解能力差,潦草,0
理解能力差,乱写乱画,0
理解能力差,不认真,0
理解能力差,上课不带课本,0
理解能力差,抄袭作业,0
理解能力差,不背书,0
理解能力差,抄作业,0
理解能力差,忘带作业,0
理解能力差,忘交作业,0
理解能力差,上课不回答问题,0
理解能力差,对成绩无所谓,0
理解能力差,对学习无所谓,0
理解能力差,放任自流,0
理解能力差,不想学习,0
理解能力差,讨厌学习,0
理解能力差,没有学习兴趣,0
理解能力差,不写作业,0
理解能力差,作业马虎,0
理解能力差,随意完成作业,0
理解能力差,上课似听非听,0
理解能力差,作业爱做不做,0
理解能力差,上课一个字也听不进去,0
理解能力差,交白卷,0
理解能力差,不参加考试,0
理解能力差,注意力问题,0
理解能力差,注意力不集中,0
理解能力差,不集中,0
理解能力差,注意力保持时间短,0
理解能力差,分心,0
理解能力差,犯粗心错误,0
理解能力差,马虎,0
理解能力差,多动,1
理解能力差,出神,0
理解能力差,写错别字,0
理解能力差,注意力,1
理解能力差,无法专注做事,0
理解能力差,走神,0
理解能力差,发呆,0
理解能力差,开小差,0
理解能力差,注意力分散,0
理解能力差,注意力不持久,0
理解能力差,打,1
理解能力差,伤人,1
理解能力差,打架,1
理解能力差,骂人,1
理解能力差,言语威胁,1
理解能力差,吓唬,1
理解能力差,吵架,1
理解能力差,诽谤,1
理解能力差,挑衅老师,1
理解能力差,敌视,1
理解能力差,漠视上课小动作,1
理解能力差,捣乱打闹,1
理解能力差,教室乱跑,1
理解能力差,扰乱课堂秩序,1
理解能力差,扰乱考场纪律,1
理解能力差,不遵守学校规章制度,1
理解能力差,无视校规校纪,1
理解能力差,撒谎,1
理解能力差,说谎偷窃,1
理解能力差,抢劫沉默寡言,1
理解能力差,不爱说话,1
理解能力差,胆小怕事,1
理解能力差,自卑,1
理解能力差,胆战心惊,1
理解能力差,矛盾,1
理解能力差,情绪低落,1
理解能力差,抑郁,1
理解能力差,悲观,1
理解能力差,易怒,1
理解能力差,偏激,1
